BARCODE	INDEs	DATE	S.TIME	E.TIME	CYCLE	JOB	RESULT	USER	LOTINFO	MACHINE	SIDE
 	 5074	2020-11-27	10:19:59	10:20:15	   16	5000-001432	GuD	SV	 	KOHYOUNG	T
Component ID	PadID	Height(um)	Volume(%)	 Area(%)	OffsetX(mm)	OffsetY(mm)	     Job	    Spec	Array	PinNumber	  Result	 Barcode	
      1:Q1	  776	 145.863	 122.430	 106.597	  -0.012	  -0.029	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  777	 153.849	 131.616	 108.646	  -0.019	  -0.042	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  778	 159.294	 137.614	 109.715	  -0.016	  -0.057	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  779	 157.626	 133.067	 107.212	  -0.004	  -0.057	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  780	 142.289	 116.645	 104.111	  -0.010	  -0.052	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  781	 145.358	 115.390	 100.817	  -0.001	  -0.080	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  782	 144.980	 119.280	 104.488	  -0.014	  -0.030	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  783	 143.447	 118.200	 104.648	  -0.011	  -0.026	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  784	 146.521	 124.529	 107.939	  -0.017	  -0.030	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  785	 153.575	 131.026	 108.353	  -0.026	  -0.044	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  786	 157.500	 135.087	 108.927	  -0.025	  -0.054	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  787	 151.382	 129.570	 108.701	  -0.014	  -0.046	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  788	 140.479	 114.942	 103.914	  -0.015	  -0.049	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  789	 139.552	 114.703	 104.386	  -0.019	  -0.047	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  790	 140.888	 116.096	 104.652	  -0.013	  -0.035	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  791	 140.855	 115.933	 104.529	  -0.016	  -0.027	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  792	 140.268	 120.257	 108.882	  -0.019	  -0.024	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  793	 150.677	 128.035	 107.916	  -0.026	  -0.034	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  794	 155.791	 133.566	 108.882	  -0.026	  -0.045	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  795	 145.255	 123.218	 107.732	  -0.014	  -0.028	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  796	 134.636	 109.989	 103.751	  -0.020	  -0.037	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  797	 139.029	 113.603	 103.774	  -0.019	  -0.037	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  798	 138.648	 113.420	 103.892	  -0.015	  -0.023	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  799	 139.165	 114.518	 104.507	  -0.019	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  800	 140.237	 118.479	 107.296	  -0.025	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		

